Notes	County	County Code	Year	Year Code	Drug/Alcohol Induced Cause	Drug/Alcohol Induced Cause Code	Deaths
	Marengo County, AL	1091	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	272.0
	Marion County, AL	1093	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	408.0
	Marshall County, AL	1095	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	970.0
	Mobile County, AL	1097	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	23.0
	Mobile County, AL	1097	2006.0	2006.0	Drug poisonings (overdose) Undetermined (Y10-Y14)	D4	10.0
	Mobile County, AL	1097	2006.0	2006.0	All other alcohol-induced causes	A9	31.0
	Mobile County, AL	1097	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	3924.0
	Monroe County, AL	1099	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	233.0
	Montgomery County, AL	1101	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	12.0
	Montgomery County, AL	1101	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	2102.0
	Morgan County, AL	1103	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	12.0
	Morgan County, AL	1103	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	1150.0
	Perry County, AL	1105	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	148.0
	Pickens County, AL	1107	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	267.0
	Pike County, AL	1109	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	322.0
	Randolph County, AL	1111	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	248.0
	Russell County, AL	1113	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	589.0
	St. Clair County, AL	1115	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	737.0
	Shelby County, AL	1117	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	17.0
	Shelby County, AL	1117	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	1064.0
	Sumter County, AL	1119	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	149.0
	Talladega County, AL	1121	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	918.0
	Tallapoosa County, AL	1123	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	498.0
	Tuscaloosa County, AL	1125	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	22.0
	Tuscaloosa County, AL	1125	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	1476.0
	Walker County, AL	1127	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	924.0
	Washington County, AL	1129	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	146.0
	Wilcox County, AL	1131	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	142.0
	Winston County, AL	1133	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	297.0
	Anchorage Borough, AK	2020	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	24.0
	Anchorage Borough, AK	2020	2006.0	2006.0	All other alcohol-induced causes	A9	54.0
	Anchorage Borough, AK	2020	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	1188.0
	Bethel Census Area, AK	2050	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	91.0
	Dillingham Census Area, AK	2070	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	24.0
	Fairbanks North Star Borough, AK	2090	2006.0	2006.0	All other alcohol-induced causes	A9	15.0
	Fairbanks North Star Borough, AK	2090	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	331.0
	Haines Borough, AK	2100	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	23.0
	Juneau Borough, AK	2110	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	160.0
	Kenai Peninsula Borough, AK	2122	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	301.0
	Ketchikan Gateway Borough, AK	2130	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	74.0
	Kodiak Island Borough, AK	2150	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	51.0
	Lake and Peninsula Borough, AK	2164	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	18.0
	Matanuska-Susitna Borough, AK	2170	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	13.0
	Matanuska-Susitna Borough, AK	2170	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	387.0
	Nome Census Area, AK	2180	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	50.0
	North Slope Borough, AK	2185	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	38.0
	Northwest Arctic Borough, AK	2188	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	51.0
	Prince of Wales-Outer Ketchikan Census Area, AK	2201	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	28.0
	Sitka Borough, AK	2220	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	63.0
	Skagway-Hoonah-Angoon Census Area, AK	2232	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	12.0
	Southeast Fairbanks Census Area, AK	2240	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	30.0
	Valdez-Cordova Census Area, AK	2261	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	42.0
	Wade Hampton Census Area, AK	2270	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	45.0
	Wrangell-Petersburg Census Area, AK	2280	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	48.0
	Yukon-Koyukuk Census Area, AK	2290	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	49.0
	Apache County, AZ	4001	2006.0	2006.0	All other alcohol-induced causes	A9	27.0
	Apache County, AZ	4001	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	504.0
	Cochise County, AZ	4003	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	13.0
	Cochise County, AZ	4003	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	1126.0
	Coconino County, AZ	4005	2006.0	2006.0	All other alcohol-induced causes	A9	22.0
	Coconino County, AZ	4005	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	612.0
	Gila County, AZ	4007	2006.0	2006.0	All other alcohol-induced causes	A9	14.0
	Gila County, AZ	4007	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	607.0
	Graham County, AZ	4009	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	289.0
	Greenlee County, AZ	4011	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	66.0
	La Paz County, AZ	4012	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	224.0
	Maricopa County, AZ	4013	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	400.0
	Maricopa County, AZ	4013	2006.0	2006.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	84.0
	Maricopa County, AZ	4013	2006.0	2006.0	Drug poisonings (overdose) Undetermined (Y10-Y14)	D4	54.0
	Maricopa County, AZ	4013	2006.0	2006.0	All other drug-induced causes	D9	63.0
	Maricopa County, AZ	4013	2006.0	2006.0	All other alcohol-induced causes	A9	345.0
	Maricopa County, AZ	4013	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	24593.0
	Mohave County, AZ	4015	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	15.0
	Mohave County, AZ	4015	2006.0	2006.0	All other alcohol-induced causes	A9	24.0
	Mohave County, AZ	4015	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	2532.0
	Navajo County, AZ	4017	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	10.0
	Navajo County, AZ	4017	2006.0	2006.0	All other alcohol-induced causes	A9	40.0
	Navajo County, AZ	4017	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	816.0
	Pima County, AZ	4019	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	157.0
	Pima County, AZ	4019	2006.0	2006.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	23.0
	Pima County, AZ	4019	2006.0	2006.0	Drug poisonings (overdose) Undetermined (Y10-Y14)	D4	10.0
	Pima County, AZ	4019	2006.0	2006.0	All other alcohol-induced causes	A9	101.0
	Pima County, AZ	4019	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	7657.0
	Pinal County, AZ	4021	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	17.0
	Pinal County, AZ	4021	2006.0	2006.0	All other alcohol-induced causes	A9	18.0
	Pinal County, AZ	4021	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	1925.0
	Santa Cruz County, AZ	4023	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	232.0
	Yavapai County, AZ	4025	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	17.0
	Yavapai County, AZ	4025	2006.0	2006.0	All other alcohol-induced causes	A9	26.0
	Yavapai County, AZ	4025	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	2365.0
	Yuma County, AZ	4027	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	10.0
	Yuma County, AZ	4027	2006.0	2006.0	All other alcohol-induced causes	A9	15.0
	Yuma County, AZ	4027	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	1194.0
	Arkansas County, AR	5001	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	238.0
	Ashley County, AR	5003	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	251.0
	Baxter County, AR	5005	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	633.0
	Benton County, AR	5007	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	10.0
	Benton County, AR	5007	2006.0	2006.0	All other alcohol-induced causes	A9	11.0
	Benton County, AR	5007	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	1262.0
	Boone County, AR	5009	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	413.0
	Bradley County, AR	5011	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	153.0
	Calhoun County, AR	5013	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	56.0
	Carroll County, AR	5015	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	269.0
	Chicot County, AR	5017	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	149.0
	Clark County, AR	5019	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	245.0
	Clay County, AR	5021	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	219.0
	Cleburne County, AR	5023	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	308.0
	Cleveland County, AR	5025	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	87.0
	Columbia County, AR	5027	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	283.0
	Conway County, AR	5029	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	243.0
	Craighead County, AR	5031	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	10.0
	Craighead County, AR	5031	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	764.0
	Crawford County, AR	5033	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	488.0
	Crittenden County, AR	5035	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	439.0
	Cross County, AR	5037	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	197.0
	Dallas County, AR	5039	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	132.0
	Desha County, AR	5041	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	162.0
	Drew County, AR	5043	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	156.0
	Faulkner County, AR	5045	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	708.0
	Franklin County, AR	5047	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	183.0
	Fulton County, AR	5049	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	154.0
	Garland County, AR	5051	2006.0	2006.0	All other alcohol-induced causes	A9	17.0
	Garland County, AR	5051	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	1180.0
	Grant County, AR	5053	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	153.0
	Greene County, AR	5055	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	399.0
	Hempstead County, AR	5057	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	253.0
	Hot Spring County, AR	5059	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	362.0
	Howard County, AR	5061	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	169.0
	Independence County, AR	5063	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	374.0
	Izard County, AR	5065	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	180.0
	Jackson County, AR	5067	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	223.0
	Jefferson County, AR	5069	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	826.0
	Johnson County, AR	5071	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	252.0
	Lafayette County, AR	5073	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	114.0
	Lawrence County, AR	5075	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	185.0
	Lee County, AR	5077	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	107.0
	Lincoln County, AR	5079	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	142.0
	Little River County, AR	5081	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	148.0
	Logan County, AR	5083	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	256.0
	Lonoke County, AR	5085	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	499.0
	Madison County, AR	5087	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	162.0
	Marion County, AR	5089	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	198.0
	Miller County, AR	5091	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	413.0
	Mississippi County, AR	5093	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	510.0
	Monroe County, AR	5095	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	119.0
	Montgomery County, AR	5097	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	115.0
	Nevada County, AR	5099	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	100.0
	Newton County, AR	5101	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	94.0
	Ouachita County, AR	5103	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	381.0
	Perry County, AR	5105	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	122.0
	Phillips County, AR	5107	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	306.0
	Pike County, AR	5109	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	116.0
	Poinsett County, AR	5111	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	302.0
	Polk County, AR	5113	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	272.0
	Pope County, AR	5115	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	476.0
	Prairie County, AR	5117	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	106.0
	Pulaski County, AR	5119	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	14.0
	Pulaski County, AR	5119	2006.0	2006.0	Drug poisonings (overdose) Undetermined (Y10-Y14)	D4	18.0
	Pulaski County, AR	5119	2006.0	2006.0	All other alcohol-induced causes	A9	23.0
	Pulaski County, AR	5119	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	3341.0
	Randolph County, AR	5121	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	225.0
	St. Francis County, AR	5123	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	321.0
	Saline County, AR	5125	2006.0	2006.0	Drug poisonings (overdose) Undetermined (Y10-Y14)	D4	10.0
	Saline County, AR	5125	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	802.0
	Scott County, AR	5127	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	116.0
	Searcy County, AR	5129	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	100.0
	Sebastian County, AR	5131	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	1037.0
	Sevier County, AR	5133	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	176.0
	Sharp County, AR	5135	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	250.0
	Stone County, AR	5137	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	140.0
	Union County, AR	5139	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	583.0
	Van Buren County, AR	5141	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	231.0
	Washington County, AR	5143	2006.0	2006.0	Drug poisonings (overdose) Undetermined (Y10-Y14)	D4	10.0
	Washington County, AR	5143	2006.0	2006.0	All other alcohol-induced causes	A9	10.0
	Washington County, AR	5143	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	1242.0
	White County, AR	5145	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	710.0
	Woodruff County, AR	5147	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	100.0
	Yell County, AR	5149	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	243.0
	Alameda County, CA	6001	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	141.0
	Alameda County, CA	6001	2006.0	2006.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	22.0
	Alameda County, CA	6001	2006.0	2006.0	All other drug-induced causes	D9	19.0
	Alameda County, CA	6001	2006.0	2006.0	All other alcohol-induced causes	A9	108.0
	Alameda County, CA	6001	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	9011.0
	Amador County, CA	6005	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	396.0
	Butte County, CA	6007	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	46.0
	Butte County, CA	6007	2006.0	2006.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	16.0
	Butte County, CA	6007	2006.0	2006.0	All other alcohol-induced causes	A9	26.0
	Butte County, CA	6007	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	2236.0
	Calaveras County, CA	6009	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	448.0
	Colusa County, CA	6011	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	130.0
	Contra Costa County, CA	6013	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	58.0
	Contra Costa County, CA	6013	2006.0	2006.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	16.0
	Contra Costa County, CA	6013	2006.0	2006.0	All other alcohol-induced causes	A9	78.0
	Contra Costa County, CA	6013	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	6737.0
	Del Norte County, CA	6015	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	265.0
	El Dorado County, CA	6017	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	25.0
	El Dorado County, CA	6017	2006.0	2006.0	All other alcohol-induced causes	A9	16.0
	El Dorado County, CA	6017	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	1213.0
	Fresno County, CA	6019	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	87.0
	Fresno County, CA	6019	2006.0	2006.0	All other drug-induced causes	D9	11.0
	Fresno County, CA	6019	2006.0	2006.0	All other alcohol-induced causes	A9	110.0
	Fresno County, CA	6019	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	5842.0
	Glenn County, CA	6021	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	247.0
	Humboldt County, CA	6023	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	36.0
	Humboldt County, CA	6023	2006.0	2006.0	All other alcohol-induced causes	A9	24.0
	Humboldt County, CA	6023	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	1186.0
	Imperial County, CA	6025	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	16.0
	Imperial County, CA	6025	2006.0	2006.0	All other alcohol-induced causes	A9	12.0
	Imperial County, CA	6025	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	902.0
	Inyo County, CA	6027	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	207.0
	Kern County, CA	6029	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	108.0
	Kern County, CA	6029	2006.0	2006.0	All other alcohol-induced causes	A9	125.0
	Kern County, CA	6029	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	5144.0
	Kings County, CA	6031	2006.0	2006.0	All other alcohol-induced causes	A9	10.0
	Kings County, CA	6031	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	790.0
	Lake County, CA	6033	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	15.0
	Lake County, CA	6033	2006.0	2006.0	All other alcohol-induced causes	A9	20.0
	Lake County, CA	6033	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	732.0
	Lassen County, CA	6035	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	213.0
	Los Angeles County, CA	6037	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	563.0
	Los Angeles County, CA	6037	2006.0	2006.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	98.0
	Los Angeles County, CA	6037	2006.0	2006.0	Drug poisonings (overdose) Undetermined (Y10-Y14)	D4	26.0
	Los Angeles County, CA	6037	2006.0	2006.0	All other drug-induced causes	D9	138.0
	Los Angeles County, CA	6037	2006.0	2006.0	All other alcohol-induced causes	A9	1037.0
	Los Angeles County, CA	6037	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	57771.0
	Madera County, CA	6039	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	11.0
	Madera County, CA	6039	2006.0	2006.0	All other alcohol-induced causes	A9	21.0
	Madera County, CA	6039	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	960.0
	Marin County, CA	6041	2006.0	2006.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	10.0
	Marin County, CA	6041	2006.0	2006.0	Drug poisonings (overdose) Undetermined (Y10-Y14)	D4	14.0
	Marin County, CA	6041	2006.0	2006.0	All other alcohol-induced causes	A9	12.0
	Marin County, CA	6041	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	1778.0
	Mariposa County, CA	6043	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	174.0
	Mendocino County, CA	6045	2006.0	2006.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	13.0
	Mendocino County, CA	6045	2006.0	2006.0	All other alcohol-induced causes	A9	24.0
	Mendocino County, CA	6045	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	738.0
	Merced County, CA	6047	2006.0	2006.0	All other alcohol-induced causes	A9	27.0
	Merced County, CA	6047	2006.0	2006.0	All other non-drug and non-alcohol causes	O9	1451.0
