Notes	County	County Code	Year	Year Code	Drug/Alcohol Induced Cause	Drug/Alcohol Induced Cause Code	Deaths
	Anchorage Borough, AK	2020	2011.0	2011.0	Alcohol poisonings (overdose) (X45, X65, Y15)	A1	11.0
	Anchorage Borough, AK	2020	2011.0	2011.0	All other alcohol-induced causes	A9	48.0
	Anchorage Borough, AK	2020	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	1374.0
	Bethel Census Area, AK	2050	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	95.0
	Dillingham Census Area, AK	2070	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	31.0
	Fairbanks North Star Borough, AK	2090	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	402.0
	Haines Borough, AK	2100	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	29.0
	Juneau Borough, AK	2110	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	171.0
	Kenai Peninsula Borough, AK	2122	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	349.0
	Ketchikan Gateway Borough, AK	2130	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	93.0
	Kodiak Island Borough, AK	2150	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	53.0
	Lake and Peninsula Borough, AK	2164	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	16.0
	Matanuska-Susitna Borough, AK	2170	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	17.0
	Matanuska-Susitna Borough, AK	2170	2011.0	2011.0	All other alcohol-induced causes	A9	13.0
	Matanuska-Susitna Borough, AK	2170	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	464.0
	Nome Census Area, AK	2180	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	76.0
	North Slope Borough, AK	2185	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	34.0
	Northwest Arctic Borough, AK	2188	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	40.0
	Prince of Wales-Outer Ketchikan Census Area, AK	2201	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	35.0
	Sitka Borough, AK	2220	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	55.0
	Skagway-Hoonah-Angoon Census Area, AK	2232	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	24.0
	Southeast Fairbanks Census Area, AK	2240	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	31.0
	Valdez-Cordova Census Area, AK	2261	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	56.0
	Wade Hampton Census Area, AK	2270	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	50.0
	Wrangell-Petersburg Census Area, AK	2280	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	53.0
	Yukon-Koyukuk Census Area, AK	2290	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	51.0
	Apache County, AZ	4001	2011.0	2011.0	Alcohol poisonings (overdose) (X45, X65, Y15)	A1	15.0
	Apache County, AZ	4001	2011.0	2011.0	All other alcohol-induced causes	A9	36.0
	Apache County, AZ	4001	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	545.0
	Cochise County, AZ	4003	2011.0	2011.0	All other alcohol-induced causes	A9	20.0
	Cochise County, AZ	4003	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	1162.0
	Coconino County, AZ	4005	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	16.0
	Coconino County, AZ	4005	2011.0	2011.0	Alcohol poisonings (overdose) (X45, X65, Y15)	A1	11.0
	Coconino County, AZ	4005	2011.0	2011.0	All other alcohol-induced causes	A9	22.0
	Coconino County, AZ	4005	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	677.0
	Gila County, AZ	4007	2011.0	2011.0	All other alcohol-induced causes	A9	21.0
	Gila County, AZ	4007	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	657.0
	Graham County, AZ	4009	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	231.0
	Greenlee County, AZ	4011	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	67.0
	La Paz County, AZ	4012	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	215.0
	Maricopa County, AZ	4013	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	473.0
	Maricopa County, AZ	4013	2011.0	2011.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	100.0
	Maricopa County, AZ	4013	2011.0	2011.0	Drug poisonings (overdose) Undetermined (Y10-Y14)	D4	54.0
	Maricopa County, AZ	4013	2011.0	2011.0	All other drug-induced causes	D9	28.0
	Maricopa County, AZ	4013	2011.0	2011.0	Alcohol poisonings (overdose) (X45, X65, Y15)	A1	33.0
	Maricopa County, AZ	4013	2011.0	2011.0	All other alcohol-induced causes	A9	465.0
	Maricopa County, AZ	4013	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	24794.0
	Mohave County, AZ	4015	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	33.0
	Mohave County, AZ	4015	2011.0	2011.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	19.0
	Mohave County, AZ	4015	2011.0	2011.0	All other alcohol-induced causes	A9	32.0
	Mohave County, AZ	4015	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	2651.0
	Navajo County, AZ	4017	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	11.0
	Navajo County, AZ	4017	2011.0	2011.0	Alcohol poisonings (overdose) (X45, X65, Y15)	A1	21.0
	Navajo County, AZ	4017	2011.0	2011.0	All other alcohol-induced causes	A9	47.0
	Navajo County, AZ	4017	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	823.0
	Pima County, AZ	4019	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	156.0
	Pima County, AZ	4019	2011.0	2011.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	28.0
	Pima County, AZ	4019	2011.0	2011.0	All other alcohol-induced causes	A9	135.0
	Pima County, AZ	4019	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	8117.0
	Pinal County, AZ	4021	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	33.0
	Pinal County, AZ	4021	2011.0	2011.0	All other alcohol-induced causes	A9	57.0
	Pinal County, AZ	4021	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	2298.0
	Santa Cruz County, AZ	4023	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	241.0
	Yavapai County, AZ	4025	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	44.0
	Yavapai County, AZ	4025	2011.0	2011.0	All other alcohol-induced causes	A9	30.0
	Yavapai County, AZ	4025	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	2436.0
	Yuma County, AZ	4027	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	20.0
	Yuma County, AZ	4027	2011.0	2011.0	All other alcohol-induced causes	A9	19.0
	Yuma County, AZ	4027	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	1341.0
	Arkansas County, AR	5001	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	250.0
	Ashley County, AR	5003	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	232.0
	Baxter County, AR	5005	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	674.0
	Benton County, AR	5007	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	18.0
	Benton County, AR	5007	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	1581.0
	Boone County, AR	5009	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	414.0
	Bradley County, AR	5011	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	157.0
	Calhoun County, AR	5013	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	50.0
	Carroll County, AR	5015	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	304.0
	Chicot County, AR	5017	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	181.0
	Clark County, AR	5019	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	257.0
	Clay County, AR	5021	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	256.0
	Cleburne County, AR	5023	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	382.0
	Cleveland County, AR	5025	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	85.0
	Columbia County, AR	5027	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	338.0
	Conway County, AR	5029	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	216.0
	Craighead County, AR	5031	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	10.0
	Craighead County, AR	5031	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	879.0
	Crawford County, AR	5033	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	14.0
	Crawford County, AR	5033	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	552.0
	Crittenden County, AR	5035	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	514.0
	Cross County, AR	5037	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	205.0
	Dallas County, AR	5039	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	112.0
	Desha County, AR	5041	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	137.0
	Drew County, AR	5043	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	173.0
	Faulkner County, AR	5045	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	11.0
	Faulkner County, AR	5045	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	752.0
	Franklin County, AR	5047	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	232.0
	Fulton County, AR	5049	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	152.0
	Garland County, AR	5051	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	10.0
	Garland County, AR	5051	2011.0	2011.0	All other alcohol-induced causes	A9	10.0
	Garland County, AR	5051	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	1384.0
	Grant County, AR	5053	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	207.0
	Greene County, AR	5055	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	466.0
	Hempstead County, AR	5057	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	232.0
	Hot Spring County, AR	5059	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	383.0
	Howard County, AR	5061	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	165.0
	Independence County, AR	5063	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	386.0
	Izard County, AR	5065	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	190.0
	Jackson County, AR	5067	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	225.0
	Jefferson County, AR	5069	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	846.0
	Johnson County, AR	5071	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	244.0
	Lafayette County, AR	5073	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	98.0
	Lawrence County, AR	5075	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	225.0
	Lee County, AR	5077	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	124.0
	Lincoln County, AR	5079	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	115.0
	Little River County, AR	5081	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	147.0
	Logan County, AR	5083	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	254.0
	Lonoke County, AR	5085	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	605.0
	Madison County, AR	5087	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	168.0
	Marion County, AR	5089	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	223.0
	Miller County, AR	5091	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	459.0
	Mississippi County, AR	5093	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	490.0
	Monroe County, AR	5095	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	98.0
	Montgomery County, AR	5097	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	148.0
	Nevada County, AR	5099	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	107.0
	Newton County, AR	5101	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	79.0
	Ouachita County, AR	5103	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	352.0
	Perry County, AR	5105	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	109.0
	Phillips County, AR	5107	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	303.0
	Pike County, AR	5109	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	127.0
	Poinsett County, AR	5111	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	317.0
	Polk County, AR	5113	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	245.0
	Pope County, AR	5115	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	521.0
	Prairie County, AR	5117	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	105.0
	Pulaski County, AR	5119	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	34.0
	Pulaski County, AR	5119	2011.0	2011.0	All other alcohol-induced causes	A9	16.0
	Pulaski County, AR	5119	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	3306.0
	Randolph County, AR	5121	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	223.0
	St. Francis County, AR	5123	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	275.0
	Saline County, AR	5125	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	10.0
	Saline County, AR	5125	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	893.0
	Scott County, AR	5127	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	120.0
	Searcy County, AR	5129	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	127.0
	Sebastian County, AR	5131	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	15.0
	Sebastian County, AR	5131	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	1174.0
	Sevier County, AR	5133	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	170.0
	Sharp County, AR	5135	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	253.0
	Stone County, AR	5137	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	169.0
	Union County, AR	5139	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	504.0
	Van Buren County, AR	5141	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	214.0
	Washington County, AR	5143	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	13.0
	Washington County, AR	5143	2011.0	2011.0	All other alcohol-induced causes	A9	11.0
	Washington County, AR	5143	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	1307.0
	White County, AR	5145	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	813.0
	Woodruff County, AR	5147	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	100.0
	Yell County, AR	5149	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	222.0
	Alameda County, CA	6001	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	139.0
	Alameda County, CA	6001	2011.0	2011.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	28.0
	Alameda County, CA	6001	2011.0	2011.0	Alcohol poisonings (overdose) (X45, X65, Y15)	A1	15.0
	Alameda County, CA	6001	2011.0	2011.0	All other alcohol-induced causes	A9	129.0
	Alameda County, CA	6001	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	8860.0
	Amador County, CA	6005	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	415.0
	Butte County, CA	6007	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	76.0
	Butte County, CA	6007	2011.0	2011.0	All other alcohol-induced causes	A9	34.0
	Butte County, CA	6007	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	2055.0
	Calaveras County, CA	6009	2011.0	2011.0	Drug poisonings (overdose) Undetermined (Y10-Y14)	D4	10.0
	Calaveras County, CA	6009	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	434.0
	Colusa County, CA	6011	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	159.0
	Contra Costa County, CA	6013	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	93.0
	Contra Costa County, CA	6013	2011.0	2011.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	29.0
	Contra Costa County, CA	6013	2011.0	2011.0	All other alcohol-induced causes	A9	86.0
	Contra Costa County, CA	6013	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	6874.0
	Del Norte County, CA	6015	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	286.0
	El Dorado County, CA	6017	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	30.0
	El Dorado County, CA	6017	2011.0	2011.0	All other alcohol-induced causes	A9	13.0
	El Dorado County, CA	6017	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	1311.0
	Fresno County, CA	6019	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	76.0
	Fresno County, CA	6019	2011.0	2011.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	13.0
	Fresno County, CA	6019	2011.0	2011.0	Alcohol poisonings (overdose) (X45, X65, Y15)	A1	21.0
	Fresno County, CA	6019	2011.0	2011.0	All other alcohol-induced causes	A9	125.0
	Fresno County, CA	6019	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	5938.0
	Glenn County, CA	6021	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	230.0
	Humboldt County, CA	6023	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	48.0
	Humboldt County, CA	6023	2011.0	2011.0	All other alcohol-induced causes	A9	27.0
	Humboldt County, CA	6023	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	1123.0
	Imperial County, CA	6025	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	21.0
	Imperial County, CA	6025	2011.0	2011.0	All other alcohol-induced causes	A9	12.0
	Imperial County, CA	6025	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	928.0
	Inyo County, CA	6027	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	181.0
	Kern County, CA	6029	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	133.0
	Kern County, CA	6029	2011.0	2011.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	12.0
	Kern County, CA	6029	2011.0	2011.0	All other alcohol-induced causes	A9	83.0
	Kern County, CA	6029	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	5190.0
	Kings County, CA	6031	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	13.0
	Kings County, CA	6031	2011.0	2011.0	All other alcohol-induced causes	A9	10.0
	Kings County, CA	6031	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	748.0
	Lake County, CA	6033	2011.0	2011.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	28.0
	Lake County, CA	6033	2011.0	2011.0	All other alcohol-induced causes	A9	16.0
	Lake County, CA	6033	2011.0	2011.0	All other non-drug and non-alcohol causes	O9	769.0
