Notes	County	County Code	Year	Year Code	Drug/Alcohol Induced Cause	Drug/Alcohol Induced Cause Code	Deaths
	DeKalb County, AL	1049	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	676.0
	Elmore County, AL	1051	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	636.0
	Escambia County, AL	1053	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	464.0
	Etowah County, AL	1055	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	1246.0
	Fayette County, AL	1057	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	260.0
	Franklin County, AL	1059	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	389.0
	Geneva County, AL	1061	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	305.0
	Greene County, AL	1063	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	116.0
	Hale County, AL	1065	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	210.0
	Henry County, AL	1067	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	193.0
	Houston County, AL	1069	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	925.0
	Jackson County, AL	1071	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	587.0
	Jefferson County, AL	1073	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	42.0
	Jefferson County, AL	1073	2004.0	2004.0	All other drug-induced causes	D9	21.0
	Jefferson County, AL	1073	2004.0	2004.0	All other alcohol-induced causes	A9	59.0
	Jefferson County, AL	1073	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	7063.0
	Lamar County, AL	1075	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	186.0
	Lauderdale County, AL	1077	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	913.0
	Lawrence County, AL	1079	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	328.0
	Lee County, AL	1081	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	773.0
	Limestone County, AL	1083	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	573.0
	Lowndes County, AL	1085	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	149.0
	Macon County, AL	1087	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	237.0
	Madison County, AL	1089	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	12.0
	Madison County, AL	1089	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	2340.0
	Marengo County, AL	1091	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	244.0
	Marion County, AL	1093	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	396.0
	Marshall County, AL	1095	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	925.0
	Mobile County, AL	1097	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	27.0
	Mobile County, AL	1097	2004.0	2004.0	All other alcohol-induced causes	A9	29.0
	Mobile County, AL	1097	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	3837.0
	Monroe County, AL	1099	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	255.0
	Montgomery County, AL	1101	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	10.0
	Montgomery County, AL	1101	2004.0	2004.0	All other alcohol-induced causes	A9	12.0
	Montgomery County, AL	1101	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	2037.0
	Morgan County, AL	1103	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	11.0
	Morgan County, AL	1103	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	1020.0
	Perry County, AL	1105	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	138.0
	Pickens County, AL	1107	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	249.0
	Pike County, AL	1109	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	283.0
	Randolph County, AL	1111	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	270.0
	Russell County, AL	1113	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	545.0
	St. Clair County, AL	1115	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	715.0
	Shelby County, AL	1117	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	1020.0
	Sumter County, AL	1119	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	173.0
	Talladega County, AL	1121	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	880.0
	Tallapoosa County, AL	1123	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	523.0
	Tuscaloosa County, AL	1125	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	1467.0
	Walker County, AL	1127	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	962.0
	Washington County, AL	1129	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	185.0
	Wilcox County, AL	1131	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	135.0
	Winston County, AL	1133	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	251.0
	Aleutians West Census Area, AK	2016	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	12.0
	Anchorage Borough, AK	2020	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	26.0
	Anchorage Borough, AK	2020	2004.0	2004.0	All other alcohol-induced causes	A9	33.0
	Anchorage Borough, AK	2020	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	1071.0
	Bethel Census Area, AK	2050	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	76.0
	Dillingham Census Area, AK	2070	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	24.0
	Fairbanks North Star Borough, AK	2090	2004.0	2004.0	All other alcohol-induced causes	A9	15.0
	Fairbanks North Star Borough, AK	2090	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	355.0
	Haines Borough, AK	2100	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	16.0
	Juneau Borough, AK	2110	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	126.0
	Kenai Peninsula Borough, AK	2122	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	12.0
	Kenai Peninsula Borough, AK	2122	2004.0	2004.0	All other alcohol-induced causes	A9	12.0
	Kenai Peninsula Borough, AK	2122	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	292.0
	Ketchikan Gateway Borough, AK	2130	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	73.0
	Kodiak Island Borough, AK	2150	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	43.0
	Matanuska-Susitna Borough, AK	2170	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	316.0
	Nome Census Area, AK	2180	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	48.0
	North Slope Borough, AK	2185	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	45.0
	Northwest Arctic Borough, AK	2188	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	31.0
	Prince of Wales-Outer Ketchikan Census Area, AK	2201	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	28.0
	Sitka Borough, AK	2220	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	45.0
	Skagway-Hoonah-Angoon Census Area, AK	2232	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	14.0
	Southeast Fairbanks Census Area, AK	2240	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	38.0
	Valdez-Cordova Census Area, AK	2261	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	44.0
	Wade Hampton Census Area, AK	2270	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	45.0
	Wrangell-Petersburg Census Area, AK	2280	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	47.0
	Yukon-Koyukuk Census Area, AK	2290	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	37.0
	Apache County, AZ	4001	2004.0	2004.0	All other alcohol-induced causes	A9	22.0
	Apache County, AZ	4001	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	481.0
	Cochise County, AZ	4003	2004.0	2004.0	All other alcohol-induced causes	A9	11.0
	Cochise County, AZ	4003	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	1087.0
	Coconino County, AZ	4005	2004.0	2004.0	All other alcohol-induced causes	A9	16.0
	Coconino County, AZ	4005	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	579.0
	Gila County, AZ	4007	2004.0	2004.0	All other alcohol-induced causes	A9	14.0
	Gila County, AZ	4007	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	628.0
	Graham County, AZ	4009	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	266.0
	Greenlee County, AZ	4011	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	44.0
	La Paz County, AZ	4012	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	242.0
	Maricopa County, AZ	4013	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	320.0
	Maricopa County, AZ	4013	2004.0	2004.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	65.0
	Maricopa County, AZ	4013	2004.0	2004.0	Drug poisonings (overdose) Undetermined (Y10-Y14)	D4	32.0
	Maricopa County, AZ	4013	2004.0	2004.0	All other drug-induced causes	D9	33.0
	Maricopa County, AZ	4013	2004.0	2004.0	All other alcohol-induced causes	A9	302.0
	Maricopa County, AZ	4013	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	22988.0
	Mohave County, AZ	4015	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	10.0
	Mohave County, AZ	4015	2004.0	2004.0	All other alcohol-induced causes	A9	32.0
	Mohave County, AZ	4015	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	2290.0
	Navajo County, AZ	4017	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	12.0
	Navajo County, AZ	4017	2004.0	2004.0	All other alcohol-induced causes	A9	26.0
	Navajo County, AZ	4017	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	732.0
	Pima County, AZ	4019	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	132.0
	Pima County, AZ	4019	2004.0	2004.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	23.0
	Pima County, AZ	4019	2004.0	2004.0	All other drug-induced causes	D9	10.0
	Pima County, AZ	4019	2004.0	2004.0	All other alcohol-induced causes	A9	87.0
	Pima County, AZ	4019	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	7429.0
	Pinal County, AZ	4021	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	17.0
	Pinal County, AZ	4021	2004.0	2004.0	All other alcohol-induced causes	A9	28.0
	Pinal County, AZ	4021	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	1627.0
	Santa Cruz County, AZ	4023	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	220.0
	Yavapai County, AZ	4025	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	24.0
	Yavapai County, AZ	4025	2004.0	2004.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	12.0
	Yavapai County, AZ	4025	2004.0	2004.0	Drug poisonings (overdose) Undetermined (Y10-Y14)	D4	12.0
	Yavapai County, AZ	4025	2004.0	2004.0	All other alcohol-induced causes	A9	15.0
	Yavapai County, AZ	4025	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	2048.0
	Yuma County, AZ	4027	2004.0	2004.0	All other alcohol-induced causes	A9	18.0
	Yuma County, AZ	4027	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	1144.0
	Arkansas County, AR	5001	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	238.0
	Ashley County, AR	5003	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	252.0
	Baxter County, AR	5005	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	635.0
	Benton County, AR	5007	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	1221.0
	Boone County, AR	5009	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	364.0
	Bradley County, AR	5011	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	146.0
	Calhoun County, AR	5013	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	56.0
	Carroll County, AR	5015	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	260.0
	Chicot County, AR	5017	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	168.0
	Clark County, AR	5019	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	258.0
	Clay County, AR	5021	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	224.0
	Cleburne County, AR	5023	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	311.0
	Cleveland County, AR	5025	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	89.0
	Columbia County, AR	5027	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	292.0
	Conway County, AR	5029	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	208.0
	Craighead County, AR	5031	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	771.0
	Crawford County, AR	5033	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	473.0
	Crittenden County, AR	5035	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	482.0
	Cross County, AR	5037	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	173.0
	Dallas County, AR	5039	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	98.0
	Desha County, AR	5041	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	157.0
	Drew County, AR	5043	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	157.0
	Faulkner County, AR	5045	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	675.0
	Franklin County, AR	5047	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	195.0
	Fulton County, AR	5049	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	160.0
	Garland County, AR	5051	2004.0	2004.0	All other alcohol-induced causes	A9	14.0
	Garland County, AR	5051	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	1197.0
	Grant County, AR	5053	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	191.0
	Greene County, AR	5055	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	412.0
	Hempstead County, AR	5057	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	252.0
	Hot Spring County, AR	5059	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	327.0
	Howard County, AR	5061	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	172.0
	Independence County, AR	5063	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	351.0
	Izard County, AR	5065	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	178.0
	Jackson County, AR	5067	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	237.0
	Jefferson County, AR	5069	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	884.0
	Johnson County, AR	5071	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	210.0
	Lafayette County, AR	5073	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	108.0
	Lawrence County, AR	5075	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	216.0
	Lee County, AR	5077	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	135.0
	Lincoln County, AR	5079	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	133.0
	Little River County, AR	5081	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	153.0
	Logan County, AR	5083	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	285.0
	Lonoke County, AR	5085	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	486.0
	Madison County, AR	5087	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	139.0
	Marion County, AR	5089	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	149.0
	Miller County, AR	5091	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	421.0
	Mississippi County, AR	5093	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	525.0
	Monroe County, AR	5095	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	113.0
	Montgomery County, AR	5097	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	119.0
	Nevada County, AR	5099	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	116.0
	Newton County, AR	5101	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	95.0
	Ouachita County, AR	5103	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	373.0
	Perry County, AR	5105	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	95.0
	Phillips County, AR	5107	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	324.0
	Pike County, AR	5109	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	162.0
	Poinsett County, AR	5111	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	321.0
	Polk County, AR	5113	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	238.0
	Pope County, AR	5115	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	473.0
	Prairie County, AR	5117	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	126.0
	Pulaski County, AR	5119	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	17.0
	Pulaski County, AR	5119	2004.0	2004.0	Drug poisonings (overdose) Undetermined (Y10-Y14)	D4	18.0
	Pulaski County, AR	5119	2004.0	2004.0	All other alcohol-induced causes	A9	18.0
	Pulaski County, AR	5119	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	3178.0
	Randolph County, AR	5121	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	204.0
	St. Francis County, AR	5123	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	289.0
	Saline County, AR	5125	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	717.0
	Scott County, AR	5127	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	128.0
	Searcy County, AR	5129	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	96.0
	Sebastian County, AR	5131	2004.0	2004.0	All other alcohol-induced causes	A9	12.0
	Sebastian County, AR	5131	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	1142.0
	Sevier County, AR	5133	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	161.0
	Sharp County, AR	5135	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	231.0
	Stone County, AR	5137	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	141.0
	Union County, AR	5139	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	529.0
	Van Buren County, AR	5141	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	214.0
	Washington County, AR	5143	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	1242.0
	White County, AR	5145	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	717.0
	Woodruff County, AR	5147	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	130.0
	Yell County, AR	5149	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	250.0
	Alameda County, CA	6001	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	113.0
	Alameda County, CA	6001	2004.0	2004.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	19.0
	Alameda County, CA	6001	2004.0	2004.0	All other drug-induced causes	D9	22.0
	Alameda County, CA	6001	2004.0	2004.0	All other alcohol-induced causes	A9	121.0
	Alameda County, CA	6001	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	8991.0
	Amador County, CA	6005	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	346.0
	Butte County, CA	6007	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	31.0
	Butte County, CA	6007	2004.0	2004.0	All other alcohol-induced causes	A9	36.0
	Butte County, CA	6007	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	2100.0
	Calaveras County, CA	6009	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	408.0
	Colusa County, CA	6011	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	140.0
	Contra Costa County, CA	6013	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	77.0
	Contra Costa County, CA	6013	2004.0	2004.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	15.0
	Contra Costa County, CA	6013	2004.0	2004.0	All other drug-induced causes	D9	10.0
	Contra Costa County, CA	6013	2004.0	2004.0	All other alcohol-induced causes	A9	73.0
	Contra Costa County, CA	6013	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	6614.0
	Del Norte County, CA	6015	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	249.0
	El Dorado County, CA	6017	2004.0	2004.0	Drug poisonings (overdose) Undetermined (Y10-Y14)	D4	13.0
	El Dorado County, CA	6017	2004.0	2004.0	All other alcohol-induced causes	A9	16.0
	El Dorado County, CA	6017	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	1197.0
	Fresno County, CA	6019	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	85.0
	Fresno County, CA	6019	2004.0	2004.0	All other drug-induced causes	D9	11.0
	Fresno County, CA	6019	2004.0	2004.0	All other alcohol-induced causes	A9	102.0
	Fresno County, CA	6019	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	5603.0
	Glenn County, CA	6021	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	241.0
	Humboldt County, CA	6023	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	25.0
	Humboldt County, CA	6023	2004.0	2004.0	All other alcohol-induced causes	A9	27.0
	Humboldt County, CA	6023	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	1190.0
	Imperial County, CA	6025	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	10.0
	Imperial County, CA	6025	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	847.0
	Inyo County, CA	6027	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	210.0
	Kern County, CA	6029	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	75.0
	Kern County, CA	6029	2004.0	2004.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	15.0
	Kern County, CA	6029	2004.0	2004.0	All other drug-induced causes	D9	14.0
	Kern County, CA	6029	2004.0	2004.0	All other alcohol-induced causes	A9	112.0
	Kern County, CA	6029	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	5034.0
	Kings County, CA	6031	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	11.0
	Kings County, CA	6031	2004.0	2004.0	All other alcohol-induced causes	A9	12.0
	Kings County, CA	6031	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	733.0
	Lake County, CA	6033	2004.0	2004.0	All other alcohol-induced causes	A9	17.0
	Lake County, CA	6033	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	750.0
	Lassen County, CA	6035	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	216.0
	Los Angeles County, CA	6037	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	542.0
	Los Angeles County, CA	6037	2004.0	2004.0	Drug poisonings (overdose) Suicide (X60-X64)	D2	91.0
	Los Angeles County, CA	6037	2004.0	2004.0	Drug poisonings (overdose) Undetermined (Y10-Y14)	D4	32.0
	Los Angeles County, CA	6037	2004.0	2004.0	All other drug-induced causes	D9	150.0
	Los Angeles County, CA	6037	2004.0	2004.0	Alcohol poisonings (overdose) (X45, X65, Y15)	A1	15.0
	Los Angeles County, CA	6037	2004.0	2004.0	All other alcohol-induced causes	A9	947.0
	Los Angeles County, CA	6037	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	57396.0
	Madera County, CA	6039	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	11.0
	Madera County, CA	6039	2004.0	2004.0	All other alcohol-induced causes	A9	23.0
	Madera County, CA	6039	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	877.0
	Marin County, CA	6041	2004.0	2004.0	Drug poisonings (overdose) Undetermined (Y10-Y14)	D4	16.0
	Marin County, CA	6041	2004.0	2004.0	All other alcohol-induced causes	A9	19.0
	Marin County, CA	6041	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	1674.0
	Mariposa County, CA	6043	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	148.0
	Mendocino County, CA	6045	2004.0	2004.0	All other alcohol-induced causes	A9	15.0
	Mendocino County, CA	6045	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	826.0
	Merced County, CA	6047	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	11.0
	Merced County, CA	6047	2004.0	2004.0	All other alcohol-induced causes	A9	23.0
	Merced County, CA	6047	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	1338.0
	Modoc County, CA	6049	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	101.0
	Mono County, CA	6051	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	44.0
	Monterey County, CA	6053	2004.0	2004.0	Drug poisonings (overdose) Unintentional (X40-X44)	D1	43.0
	Monterey County, CA	6053	2004.0	2004.0	All other alcohol-induced causes	A9	39.0
	Monterey County, CA	6053	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	2285.0
	Napa County, CA	6055	2004.0	2004.0	All other alcohol-induced causes	A9	29.0
	Napa County, CA	6055	2004.0	2004.0	All other non-drug and non-alcohol causes	O9	1227.0
