"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	658931	3.3387
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	49	658931	7.4363
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2012"	"2012"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	19	660009	Unreliable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	40	660009	6.0605
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	24	660009	3.6363
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2013"	"2013"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	14	659479	Unreliable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	41	659479	6.2170
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	41	659479	6.2170
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2014"	"2014"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	20	660793	3.0267
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2014"	"2014"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	15	660793	Unreliable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	99	660793	14.9820
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	66	660793	9.9880
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	92781	Unreliable
	"Alabama"	"01"	"Limestone County, AL"	"01083"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	82782	Unreliable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	24	330856	7.2539
	"Alabama"	"01"	"Madison County, AL"	"01089"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	26	334811	7.7656
	"Alabama"	"01"	"Madison County, AL"	"01089"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	19	340111	Unreliable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	343080	5.8295
	"Alabama"	"01"	"Madison County, AL"	"01089"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	346892	Unreliable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	350299	Unreliable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	94776	Unreliable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	94760	Unreliable
	"Alabama"	"01"	"Marshall County, AL"	"01095"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	94636	Unreliable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	411994	Unreliable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	35	411994	8.4953
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	412992	Unreliable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	412992	5.3270
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	412577	Unreliable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	26	412577	6.3019
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	38	413936	9.1802
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	414079	Unreliable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	37	414079	8.9355
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	415123	Unreliable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	36	415123	8.6721
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	229363	Unreliable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	230149	Unreliable
	"Alabama"	"01"	"Montgomery County, AL"	"01101"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	226189	Unreliable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	118954	Unreliable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	119490	Unreliable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	119953	Unreliable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	120395	Unreliable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	119787	Unreliable
	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	86308	Unreliable
	"Alabama"	"01"	"St. Clair County, AL"	"01115"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	86697	Unreliable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	192708	Unreliable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	192708	Unreliable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	195085	Unreliable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	197936	Unreliable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	200941	Unreliable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	200941	10.9485
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	24	204180	11.7543
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	206655	Unreliable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	23	206655	11.1297
	"Alabama"	"01"	"Talladega County, AL"	"01121"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	81096	Unreliable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	24	192792	12.4486
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	194656	Unreliable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	197211	Unreliable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	198596	10.0707
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	27	200821	13.4448
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	202212	9.8906
	"Alabama"	"01"	"Walker County, AL"	"01127"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	29	67347	43.0606
	"Alabama"	"01"	"Walker County, AL"	"01127"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	67023	29.8405
	"Alabama"	"01"	"Walker County, AL"	"01127"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	26	66661	39.0033
	"Alabama"	"01"	"Walker County, AL"	"01127"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	66221	Unreliable
	"Alabama"	"01"	"Walker County, AL"	"01127"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	66221	Unreliable
	"Alabama"	"01"	"Walker County, AL"	"01127"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	21	65998	31.8191
	"Alabama"	"01"	"Walker County, AL"	"01127"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	65471	Unreliable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	287677	Unreliable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	27	287677	9.3855
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	291826	Unreliable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	291826	Unreliable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	295570	Unreliable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	31	295570	10.4882
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	298610	7.3675
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	27	298610	9.0419
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	300950	Unreliable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	300950	7.3102
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	26	301010	8.6376
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	301010	Unreliable
	"Alaska"	"02"	"Kenai Peninsula Borough, AK"	"02122"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	54796	Unreliable
	"Alaska"	"02"	"Matanuska-Susitna Borough, AK"	"02170"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	93925	Unreliable
	"Alaska"	"02"	"Matanuska-Susitna Borough, AK"	"02170"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	97882	Unreliable
	"Arizona"	"04"	"Cochise County, AZ"	"04003"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	131346	Unreliable
	"Arizona"	"04"	"Coconino County, AZ"	"04005"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	136539	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	15	3803779	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	47	3803779	1.2356
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	150	3803779	3.9434
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	232	3803779	6.0992
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	15	3803779	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	10	3803779	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	57	3803779	1.4985
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	11	3803779	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	16	3803779	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	22	3803779	0.5784
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2010"	"2010"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	10	3817117	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2010"	"2010"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	13	3817117	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2010"	"2010"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	43	3817117	1.1265
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	153	3817117	4.0083
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	271	3817117	7.0996
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2010"	"2010"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	12	3817117	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	63	3817117	1.6505
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2010"	"2010"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	40	3817117	1.0479
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2011"	"2011"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	10	3880244	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2011"	"2011"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	47	3880244	1.2113
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	162	3880244	4.1750
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	261	3880244	6.7264
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2011"	"2011"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	12	3880244	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2011"	"2011"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	11	3880244	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	77	3880244	1.9844
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2011"	"2011"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	37	3880244	0.9535
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2012"	"2012"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	20	3942169	0.5073
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2012"	"2012"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	15	3942169	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2012"	"2012"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	58	3942169	1.4713
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	111	3942169	2.8157
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	285	3942169	7.2295
