"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	29	654919	4.4280
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2006"	"2006"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	11	655893	Unreliable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	655893	Unreliable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	34	655893	5.1838
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2007"	"2007"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	11	655163	Unreliable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	31	655163	4.7316
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	32	655163	4.8843
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	656510	Unreliable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	39	656510	5.9405
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2009"	"2009"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	15	658441	Unreliable
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	33	658441	5.0118
	"Alabama"	"01"	"Jefferson County, AL"	"01073"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	45	658441	6.8343
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	91107	Unreliable
	"Alabama"	"01"	"Lauderdale County, AL"	"01077"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	92202	Unreliable
	"Alabama"	"01"	"Limestone County, AL"	"01083"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	78835	Unreliable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	295655	Unreliable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	323526	Unreliable
	"Alabama"	"01"	"Madison County, AL"	"01089"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	24	330856	7.2539
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	19	397959	Unreliable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	398942	Unreliable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	402916	Unreliable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	402916	Unreliable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	405715	Unreliable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	31	405715	7.6408
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	409196	5.8652
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	409196	5.3764
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	411994	Unreliable
	"Alabama"	"01"	"Mobile County, AL"	"01097"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	35	411994	8.4953
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	113006	Unreliable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	115491	Unreliable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	116397	Unreliable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	117694	Unreliable
	"Alabama"	"01"	"Morgan County, AL"	"01103"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	118954	Unreliable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	178841	Unreliable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	183491	Unreliable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	183491	Unreliable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	25	188534	13.2602
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	192708	Unreliable
	"Alabama"	"01"	"Shelby County, AL"	"01117"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	192708	Unreliable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	181383	Unreliable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	184350	Unreliable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	184350	Unreliable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	188093	Unreliable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	188093	Unreliable
	"Alabama"	"01"	"Tuscaloosa County, AL"	"01125"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	24	192792	12.4486
	"Alabama"	"01"	"Walker County, AL"	"01127"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	67695	Unreliable
	"Alabama"	"01"	"Walker County, AL"	"01127"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	31	67835	45.6991
	"Alabama"	"01"	"Walker County, AL"	"01127"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	29	67347	43.0606
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	274484	8.0150
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	276494	Unreliable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	276494	Unreliable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	280085	Unreliable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	280085	Unreliable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	278792	Unreliable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	278792	7.8912
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	281554	Unreliable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	281554	7.8138
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	287677	Unreliable
	"Alaska"	"02"	"Anchorage Borough, AK"	"02020"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	27	287677	9.3855
	"Alaska"	"02"	"Fairbanks North Star Borough, AK"	"02090"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	90431	Unreliable
	"Alaska"	"02"	"Kenai Peninsula Borough, AK"	"02122"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	51404	Unreliable
	"Alaska"	"02"	"Kenai Peninsula Borough, AK"	"02122"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	54796	Unreliable
	"Alaska"	"02"	"Matanuska-Susitna Borough, AK"	"02170"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	84079	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2004"	"2004"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	12	3417860	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2004"	"2004"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	41	3417860	1.1996
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	139	3417860	4.0669
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	138	3417860	4.0376
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2004"	"2004"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	13	3417860	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2004"	"2004"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	12	3417860	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	37	3417860	1.0825
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2004"	"2004"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	18	3417860	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2005"	"2005"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	11	3538988	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2005"	"2005"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	55	3538988	1.5541
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	173	3538988	4.8884
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	117	3538988	3.3060
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2005"	"2005"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	19	3538988	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2005"	"2005"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	14	3538988	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2005"	"2005"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	33	3538988	0.9325
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2005"	"2005"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	16	3538988	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2005"	"2005"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	27	3538988	0.7629
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2006"	"2006"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	10	3642884	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2006"	"2006"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	11	3642884	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2006"	"2006"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	19	3642884	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2006"	"2006"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	56	3642884	1.5372
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	208	3642884	5.7098
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	132	3642884	3.6235
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2006"	"2006"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	20	3642884	0.5490
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2006"	"2006"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	21	3642884	0.5765
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2006"	"2006"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	39	3642884	1.0706
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2006"	"2006"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	10	3642884	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2006"	"2006"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	19	3642884	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2006"	"2006"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	24	3642884	0.6588
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2007"	"2007"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	60	3711954	1.6164
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	200	3711954	5.3880
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	149	3711954	4.0141
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2007"	"2007"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	21	3711954	0.5657
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2007"	"2007"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	19	3711954	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2007"	"2007"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	73	3711954	1.9666
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2007"	"2007"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	16	3711954	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2007"	"2007"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	21	3711954	0.5657
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	48	3771061	1.2729
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	163	3771061	4.3224
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	192	3771061	5.0914
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	14	3771061	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	10	3771061	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	60	3771061	1.5911
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	10	3771061	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2008"	"2008"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	20	3771061	0.5304
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	15	3803779	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	47	3803779	1.2356
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	150	3803779	3.9434
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	232	3803779	6.0992
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	15	3803779	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	10	3803779	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	57	3803779	1.4985
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	11	3803779	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	16	3803779	Unreliable
	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2009"	"2009"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	22	3803779	0.5784
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	199760	Unreliable
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	200078	Unreliable
	"Arizona"	"04"	"Mohave County, AZ"	"04015"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	29	199696	14.5221
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2004"	"2004"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	14	901342	Unreliable
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	87	901342	9.6523
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	30	901342	3.3284
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	10	901342	Unreliable
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2005"	"2005"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	15	920298	Unreliable
	"Arizona"	"04"	"Pima County, AZ"	"04019"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	92	920298	9.9968
