,State,State Code,County,County Code,Year,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,State_Code,County Name
315,California,6.0,"Contra Costa County, CA",6013.0,2013,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,32.0,1094205.0,2.9245,CA,Contra Costa County
316,California,6.0,"Contra Costa County, CA",6013.0,2013,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,37.0,1094205.0,3.3815,CA,Contra Costa County
317,California,6.0,"Contra Costa County, CA",6013.0,2013,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,45.0,1094205.0,4.1126,CA,Contra Costa County
318,California,6.0,"Contra Costa County, CA",6013.0,2013,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,16.0,1094205.0,Unreliable,CA,Contra Costa County
319,California,6.0,"Contra Costa County, CA",6013.0,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,31.0,1111339.0,2.7894,CA,Contra Costa County
320,California,6.0,"Contra Costa County, CA",6013.0,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,33.0,1111339.0,2.9694,CA,Contra Costa County
321,California,6.0,"Contra Costa County, CA",6013.0,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,47.0,1111339.0,4.2291,CA,Contra Costa County
322,California,6.0,"El Dorado County, CA",6017.0,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18.0,180455.0,Unreliable,CA,El Dorado County
323,California,6.0,"El Dorado County, CA",6017.0,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16.0,180455.0,Unreliable,CA,El Dorado County
324,California,6.0,"El Dorado County, CA",6017.0,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10.0,181058.0,Unreliable,CA,El Dorado County
325,California,6.0,"El Dorado County, CA",6017.0,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,25.0,181058.0,13.8077,CA,El Dorado County
326,California,6.0,"El Dorado County, CA",6017.0,2011,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22.0,180938.0,12.1589,CA,El Dorado County
327,California,6.0,"El Dorado County, CA",6017.0,2012,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,20.0,180561.0,11.0766,CA,El Dorado County
328,California,6.0,"El Dorado County, CA",6017.0,2013,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28.0,181737.0,15.4069,CA,El Dorado County
329,California,6.0,"El Dorado County, CA",6017.0,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,36.0,183087.0,19.6628,CA,El Dorado County
330,California,6.0,"Fresno County, CA",6019.0,2009,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,24.0,921478.0,2.6045,CA,Fresno County
331,California,6.0,"Fresno County, CA",6019.0,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,51.0,921478.0,5.5346,CA,Fresno County
332,California,6.0,"Fresno County, CA",6019.0,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24.0,921478.0,2.6045,CA,Fresno County
333,California,6.0,"Fresno County, CA",6019.0,2010,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,21.0,930450.0,2.2570,CA,Fresno County
334,California,6.0,"Fresno County, CA",6019.0,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,51.0,930450.0,5.4812,CA,Fresno County
335,California,6.0,"Fresno County, CA",6019.0,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23.0,930450.0,2.4719,CA,Fresno County
336,California,6.0,"Fresno County, CA",6019.0,2011,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,17.0,942904.0,Unreliable,CA,Fresno County
337,California,6.0,"Fresno County, CA",6019.0,2011,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,40.0,942904.0,4.2422,CA,Fresno County
338,California,6.0,"Fresno County, CA",6019.0,2011,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18.0,942904.0,Unreliable,CA,Fresno County
339,California,6.0,"Fresno County, CA",6019.0,2012,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,20.0,947895.0,2.1099,CA,Fresno County
340,California,6.0,"Fresno County, CA",6019.0,2012,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,28.0,947895.0,2.9539,CA,Fresno County
341,California,6.0,"Fresno County, CA",6019.0,2012,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15.0,947895.0,Unreliable,CA,Fresno County
342,California,6.0,"Fresno County, CA",6019.0,2013,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,26.0,955272.0,2.7217,CA,Fresno County
343,California,6.0,"Fresno County, CA",6019.0,2013,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,25.0,955272.0,2.6171,CA,Fresno County
344,California,6.0,"Fresno County, CA",6019.0,2013,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21.0,955272.0,2.1983,CA,Fresno County
345,California,6.0,"Fresno County, CA",6019.0,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,39.0,965974.0,4.0374,CA,Fresno County
346,California,6.0,"Fresno County, CA",6019.0,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,29.0,965974.0,3.0022,CA,Fresno County
347,California,6.0,"Fresno County, CA",6019.0,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,42.0,965974.0,4.3479,CA,Fresno County
348,California,6.0,"Humboldt County, CA",6023.0,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15.0,133744.0,Unreliable,CA,Humboldt County
349,California,6.0,"Humboldt County, CA",6023.0,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17.0,133744.0,Unreliable,CA,Humboldt County
350,California,6.0,"Humboldt County, CA",6023.0,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11.0,134623.0,Unreliable,CA,Humboldt County
351,California,6.0,"Humboldt County, CA",6023.0,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21.0,134623.0,15.5991,CA,Humboldt County
352,California,6.0,"Humboldt County, CA",6023.0,2011,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10.0,134761.0,Unreliable,CA,Humboldt County
353,California,6.0,"Humboldt County, CA",6023.0,2011,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,31.0,134761.0,23.0037,CA,Humboldt County
354,California,6.0,"Humboldt County, CA",6023.0,2012,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18.0,134827.0,Unreliable,CA,Humboldt County
355,California,6.0,"Humboldt County, CA",6023.0,2012,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14.0,134827.0,Unreliable,CA,Humboldt County
356,California,6.0,"Humboldt County, CA",6023.0,2013,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11.0,134493.0,Unreliable,CA,Humboldt County
357,California,6.0,"Humboldt County, CA",6023.0,2013,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16.0,134493.0,Unreliable,CA,Humboldt County
358,California,6.0,"Humboldt County, CA",6023.0,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14.0,134809.0,Unreliable,CA,Humboldt County
359,California,6.0,"Humboldt County, CA",6023.0,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13.0,134809.0,Unreliable,CA,Humboldt County
360,California,6.0,"Imperial County, CA",6025.0,2011,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10.0,177057.0,Unreliable,CA,Imperial County
361,California,6.0,"Imperial County, CA",6025.0,2012,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14.0,176948.0,Unreliable,CA,Imperial County
362,California,6.0,"Imperial County, CA",6025.0,2013,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16.0,176584.0,Unreliable,CA,Imperial County
363,California,6.0,"Imperial County, CA",6025.0,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10.0,179091.0,Unreliable,CA,Imperial County
364,California,6.0,"Imperial County, CA",6025.0,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14.0,179091.0,Unreliable,CA,Imperial County
365,California,6.0,"Kern County, CA",6029.0,2009,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,17.0,830137.0,Unreliable,CA,Kern County
366,California,6.0,"Kern County, CA",6029.0,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,47.0,830137.0,5.6617,CA,Kern County
367,California,6.0,"Kern County, CA",6029.0,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,54.0,830137.0,6.5050,CA,Kern County
368,California,6.0,"Kern County, CA",6029.0,2010,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,16.0,839631.0,Unreliable,CA,Kern County
369,California,6.0,"Kern County, CA",6029.0,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,38.0,839631.0,4.5258,CA,Kern County
370,California,6.0,"Kern County, CA",6029.0,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,69.0,839631.0,8.2179,CA,Kern County
371,California,6.0,"Kern County, CA",6029.0,2011,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,19.0,851710.0,Unreliable,CA,Kern County
372,California,6.0,"Kern County, CA",6029.0,2011,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,31.0,851710.0,3.6397,CA,Kern County
373,California,6.0,"Kern County, CA",6029.0,2011,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,83.0,851710.0,9.7451,CA,Kern County
374,California,6.0,"Kern County, CA",6029.0,2012,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,40.0,856158.0,4.6720,CA,Kern County
375,California,6.0,"Kern County, CA",6029.0,2012,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,38.0,856158.0,4.4384,CA,Kern County
376,California,6.0,"Kern County, CA",6029.0,2012,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,54.0,856158.0,6.3072,CA,Kern County
377,California,6.0,"Kern County, CA",6029.0,2012,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11.0,856158.0,Unreliable,CA,Kern County
378,California,6.0,"Kern County, CA",6029.0,2013,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,46.0,864124.0,5.3233,CA,Kern County
379,California,6.0,"Kern County, CA",6029.0,2013,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,28.0,864124.0,3.2403,CA,Kern County
380,California,6.0,"Kern County, CA",6029.0,2013,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,85.0,864124.0,9.8366,CA,Kern County
381,California,6.0,"Kern County, CA",6029.0,2013,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11.0,864124.0,Unreliable,CA,Kern County
382,California,6.0,"Kern County, CA",6029.0,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,49.0,874589.0,5.6026,CA,Kern County
383,California,6.0,"Kern County, CA",6029.0,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,39.0,874589.0,4.4592,CA,Kern County
384,California,6.0,"Kern County, CA",6029.0,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,98.0,874589.0,11.2053,CA,Kern County
385,California,6.0,"Kern County, CA",6029.0,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,15.0,874589.0,Unreliable,CA,Kern County
