,Year,State,State Code,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,State_Code,County Name
43,2007,California,6.0,"Contra Costa County, CA",6013.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,34.0,1009152.0,3.4,CA,Contra Costa County
44,2007,California,6.0,"Contra Costa County, CA",6013.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23.0,1009152.0,2.3,CA,Contra Costa County
45,2007,California,6.0,"Contra Costa County, CA",6013.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10.0,1009152.0,Unreliable,CA,Contra Costa County
46,2007,California,6.0,"El Dorado County, CA",6017.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14.0,177694.0,Unreliable,CA,El Dorado County
47,2007,California,6.0,"El Dorado County, CA",6017.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15.0,177694.0,Unreliable,CA,El Dorado County
48,2007,California,6.0,"Fresno County, CA",6019.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,16.0,895933.0,Unreliable,CA,Fresno County
49,2007,California,6.0,"Fresno County, CA",6019.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,40.0,895933.0,4.5,CA,Fresno County
50,2007,California,6.0,"Fresno County, CA",6019.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14.0,895933.0,Unreliable,CA,Fresno County
51,2007,California,6.0,"Humboldt County, CA",6023.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18.0,132001.0,Unreliable,CA,Humboldt County
52,2007,California,6.0,"Humboldt County, CA",6023.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13.0,132001.0,Unreliable,CA,Humboldt County
53,2007,California,6.0,"Kern County, CA",6029.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,29.0,803281.0,3.6,CA,Kern County
54,2007,California,6.0,"Kern County, CA",6029.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,39.0,803281.0,4.9,CA,Kern County
55,2007,California,6.0,"Kern County, CA",6029.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,39.0,803281.0,4.9,CA,Kern County
56,2007,California,6.0,"Kings County, CA",6031.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11.0,150420.0,Unreliable,CA,Kings County
57,2007,California,6.0,"Los Angeles County, CA",6037.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,47.0,9700359.0,0.5,CA,Los Angeles County
58,2007,California,6.0,"Los Angeles County, CA",6037.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,278.0,9700359.0,2.9,CA,Los Angeles County
59,2007,California,6.0,"Los Angeles County, CA",6037.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,307.0,9700359.0,3.2,CA,Los Angeles County
60,2007,California,6.0,"Los Angeles County, CA",6037.0,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,10.0,9700359.0,Unreliable,CA,Los Angeles County
61,2007,California,6.0,"Los Angeles County, CA",6037.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,71.0,9700359.0,0.7,CA,Los Angeles County
62,2007,California,6.0,"Los Angeles County, CA",6037.0,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,16.0,9700359.0,Unreliable,CA,Los Angeles County
63,2007,California,6.0,"Marin County, CA",6041.0,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,10.0,246248.0,Unreliable,CA,Marin County
64,2007,California,6.0,"Orange County, CA",6059.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,27.0,2931629.0,0.9,CA,Orange County
65,2007,California,6.0,"Orange County, CA",6059.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,86.0,2931629.0,2.9,CA,Orange County
66,2007,California,6.0,"Orange County, CA",6059.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,101.0,2931629.0,3.4,CA,Orange County
67,2007,California,6.0,"Orange County, CA",6059.0,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,14.0,2931629.0,Unreliable,CA,Orange County
68,2007,California,6.0,"Orange County, CA",6059.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,37.0,2931629.0,1.3,CA,Orange County
69,2007,California,6.0,"Placer County, CA",6061.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16.0,329023.0,Unreliable,CA,Placer County
70,2007,California,6.0,"Placer County, CA",6061.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21.0,329023.0,6.4,CA,Placer County
71,2007,California,6.0,"Riverside County, CA",6065.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,11.0,2075183.0,Unreliable,CA,Riverside County
72,2007,California,6.0,"Riverside County, CA",6065.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,37.0,2075183.0,1.8,CA,Riverside County
73,2007,California,6.0,"Riverside County, CA",6065.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,76.0,2075183.0,3.7,CA,Riverside County
74,2007,California,6.0,"Riverside County, CA",6065.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,64.0,2075183.0,3.1,CA,Riverside County
75,2007,California,6.0,"Riverside County, CA",6065.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,29.0,2075183.0,1.4,CA,Riverside County
76,2007,California,6.0,"Sacramento County, CA",6067.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,21.0,1381161.0,1.5,CA,Sacramento County
77,2007,California,6.0,"Sacramento County, CA",6067.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,53.0,1381161.0,3.8,CA,Sacramento County
78,2007,California,6.0,"Sacramento County, CA",6067.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,85.0,1381161.0,6.2,CA,Sacramento County
79,2007,California,6.0,"Sacramento County, CA",6067.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,25.0,1381161.0,1.8,CA,Sacramento County
80,2007,California,6.0,"San Bernardino County, CA",6071.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,94.0,1992161.0,4.7,CA,San Bernardino County
81,2007,California,6.0,"San Bernardino County, CA",6071.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12.0,1992161.0,Unreliable,CA,San Bernardino County
82,2007,California,6.0,"San Bernardino County, CA",6071.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24.0,1992161.0,1.2,CA,San Bernardino County
83,2007,California,6.0,"San Diego County, CA",6073.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,47.0,2975742.0,1.6,CA,San Diego County
84,2007,California,6.0,"San Diego County, CA",6073.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,90.0,2975742.0,3.0,CA,San Diego County
85,2007,California,6.0,"San Diego County, CA",6073.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,128.0,2975742.0,4.3,CA,San Diego County
86,2007,California,6.0,"San Diego County, CA",6073.0,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,22.0,2975742.0,0.7,CA,San Diego County
87,2007,California,6.0,"San Diego County, CA",6073.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,48.0,2975742.0,1.6,CA,San Diego County
88,2007,California,6.0,"San Francisco County, CA",6075.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,12.0,778673.0,Unreliable,CA,San Francisco County
89,2007,California,6.0,"San Francisco County, CA",6075.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,19.0,778673.0,Unreliable,CA,San Francisco County
90,2007,California,6.0,"San Francisco County, CA",6075.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,36.0,778673.0,4.6,CA,San Francisco County
91,2007,California,6.0,"San Francisco County, CA",6075.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,97.0,778673.0,12.5,CA,San Francisco County
92,2007,California,6.0,"San Francisco County, CA",6075.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,19.0,778673.0,Unreliable,CA,San Francisco County
93,2007,California,6.0,"San Joaquin County, CA",6077.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,15.0,668080.0,Unreliable,CA,San Joaquin County
94,2007,California,6.0,"San Joaquin County, CA",6077.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,52.0,668080.0,7.8,CA,San Joaquin County
95,2007,California,6.0,"San Joaquin County, CA",6077.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18.0,668080.0,Unreliable,CA,San Joaquin County
96,2007,California,6.0,"San Luis Obispo County, CA",6079.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15.0,262770.0,Unreliable,CA,San Luis Obispo County
97,2007,California,6.0,"San Luis Obispo County, CA",6079.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10.0,262770.0,Unreliable,CA,San Luis Obispo County
98,2007,California,6.0,"San Mateo County, CA",6081.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14.0,693849.0,Unreliable,CA,San Mateo County
99,2007,California,6.0,"San Mateo County, CA",6081.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26.0,693849.0,3.7,CA,San Mateo County
100,2007,California,6.0,"San Mateo County, CA",6081.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,12.0,693849.0,Unreliable,CA,San Mateo County
101,2007,California,6.0,"Santa Barbara County, CA",6083.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,31.0,411243.0,7.5,CA,Santa Barbara County
102,2007,California,6.0,"Santa Clara County, CA",6085.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,24.0,1712026.0,1.4,CA,Santa Clara County
103,2007,California,6.0,"Santa Clara County, CA",6085.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,43.0,1712026.0,2.5,CA,Santa Clara County
104,2007,California,6.0,"Santa Clara County, CA",6085.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,34.0,1712026.0,2.0,CA,Santa Clara County
105,2007,California,6.0,"Santa Clara County, CA",6085.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,15.0,1712026.0,Unreliable,CA,Santa Clara County
106,2007,California,6.0,"Santa Cruz County, CA",6087.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22.0,253304.0,8.7,CA,Santa Cruz County
107,2007,California,6.0,"Shasta County, CA",6089.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,30.0,176548.0,17.0,CA,Shasta County
108,2007,California,6.0,"Solano County, CA",6095.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16.0,408243.0,Unreliable,CA,Solano County
109,2007,California,6.0,"Sonoma County, CA",6097.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13.0,467356.0,Unreliable,CA,Sonoma County
110,2007,California,6.0,"Sonoma County, CA",6097.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22.0,467356.0,4.7,CA,Sonoma County
111,2007,California,6.0,"Stanislaus County, CA",6099.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,15.0,507834.0,Unreliable,CA,Stanislaus County
112,2007,California,6.0,"Stanislaus County, CA",6099.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,37.0,507834.0,7.3,CA,Stanislaus County
113,2007,California,6.0,"Stanislaus County, CA",6099.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16.0,507834.0,Unreliable,CA,Stanislaus County
114,2007,California,6.0,"Tulare County, CA",6107.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12.0,422140.0,Unreliable,CA,Tulare County
115,2007,California,6.0,"Ventura County, CA",6111.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,44.0,800027.0,5.5,CA,Ventura County
116,2007,California,6.0,"Ventura County, CA",6111.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,20.0,800027.0,2.5,CA,Ventura County
149,2007,Florida,12.0,"Bay County, FL",12005.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20.0,165345.0,12.1,FL,Bay County
150,2007,Florida,12.0,"Brevard County, FL",12009.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23.0,539719.0,4.3,FL,Brevard County
151,2007,Florida,12.0,"Brevard County, FL",12009.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,60.0,539719.0,11.1,FL,Brevard County
152,2007,Florida,12.0,"Brevard County, FL",12009.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,12.0,539719.0,Unreliable,FL,Brevard County
153,2007,Florida,12.0,"Broward County, FL",12011.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,63.0,1720825.0,3.7,FL,Broward County
154,2007,Florida,12.0,"Broward County, FL",12011.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,153.0,1720825.0,8.9,FL,Broward County
155,2007,Florida,12.0,"Broward County, FL",12011.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,32.0,1720825.0,1.9,FL,Broward County
156,2007,Florida,12.0,"Charlotte County, FL",12015.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,13.0,159742.0,Unreliable,FL,Charlotte County
157,2007,Florida,12.0,"Clay County, FL",12019.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18.0,184256.0,Unreliable,FL,Clay County
158,2007,Florida,12.0,"Collier County, FL",12021.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20.0,314437.0,6.4,FL,Collier County
159,2007,Florida,12.0,"Collier County, FL",12021.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18.0,314437.0,Unreliable,FL,Collier County
160,2007,Florida,12.0,"Duval County, FL",12031.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,43.0,851033.0,5.1,FL,Duval County
161,2007,Florida,12.0,"Duval County, FL",12031.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,76.0,851033.0,8.9,FL,Duval County
162,2007,Florida,12.0,"Escambia County, FL",12033.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21.0,297393.0,7.1,FL,Escambia County
163,2007,Florida,12.0,"Hernando County, FL",12053.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,19.0,169891.0,Unreliable,FL,Hernando County
164,2007,Florida,12.0,"Hernando County, FL",12053.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14.0,169891.0,Unreliable,FL,Hernando County
165,2007,Florida,12.0,"Hillsborough County, FL",12057.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,12.0,1184686.0,Unreliable,FL,Hillsborough County
166,2007,Florida,12.0,"Hillsborough County, FL",12057.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,111.0,1184686.0,9.4,FL,Hillsborough County
167,2007,Florida,12.0,"Hillsborough County, FL",12057.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,108.0,1184686.0,9.1,FL,Hillsborough County
168,2007,Florida,12.0,"Hillsborough County, FL",12057.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,20.0,1184686.0,1.7,FL,Hillsborough County
169,2007,Florida,12.0,"Indian River County, FL",12061.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15.0,134564.0,Unreliable,FL,Indian River County
170,2007,Florida,12.0,"Lake County, FL",12069.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11.0,289909.0,Unreliable,FL,Lake County
171,2007,Florida,12.0,"Lee County, FL",12071.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,45.0,604716.0,7.4,FL,Lee County
172,2007,Florida,12.0,"Lee County, FL",12071.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,40.0,604716.0,6.6,FL,Lee County
173,2007,Florida,12.0,"Manatee County, FL",12081.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,25.0,316410.0,7.9,FL,Manatee County
174,2007,Florida,12.0,"Manatee County, FL",12081.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,20.0,316410.0,6.3,FL,Manatee County
175,2007,Florida,12.0,"Marion County, FL",12083.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15.0,325634.0,Unreliable,FL,Marion County
176,2007,Florida,12.0,"Marion County, FL",12083.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13.0,325634.0,Unreliable,FL,Marion County
177,2007,Florida,12.0,"Martin County, FL",12085.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18.0,143542.0,Unreliable,FL,Martin County
178,2007,Florida,12.0,"Miami-Dade County, FL",12086.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,56.0,2415576.0,2.3,FL,Miami-Dade County
179,2007,Florida,12.0,"Miami-Dade County, FL",12086.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,47.0,2415576.0,1.9,FL,Miami-Dade County
180,2007,Florida,12.0,"Miami-Dade County, FL",12086.0,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,13.0,2415576.0,Unreliable,FL,Miami-Dade County
181,2007,Florida,12.0,"Miami-Dade County, FL",12086.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,20.0,2415576.0,0.8,FL,Miami-Dade County
182,2007,Florida,12.0,"Monroe County, FL",12087.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,72906.0,Unreliable,FL,Monroe County
183,2007,Florida,12.0,"Okaloosa County, FL",12091.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16.0,182677.0,Unreliable,FL,Okaloosa County
184,2007,Florida,12.0,"Okaloosa County, FL",12091.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12.0,182677.0,Unreliable,FL,Okaloosa County
185,2007,Florida,12.0,"Orange County, FL",12095.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,61.0,1100663.0,5.5,FL,Orange County
186,2007,Florida,12.0,"Orange County, FL",12095.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28.0,1100663.0,2.5,FL,Orange County
187,2007,Florida,12.0,"Orange County, FL",12095.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10.0,1100663.0,Unreliable,FL,Orange County
188,2007,Florida,12.0,"Osceola County, FL",12097.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15.0,253722.0,Unreliable,FL,Osceola County
189,2007,Florida,12.0,"Osceola County, FL",12097.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,253722.0,Unreliable,FL,Osceola County
190,2007,Florida,12.0,"Palm Beach County, FL",12099.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,57.0,1286586.0,4.4,FL,Palm Beach County
191,2007,Florida,12.0,"Palm Beach County, FL",12099.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,163.0,1286586.0,12.7,FL,Palm Beach County
192,2007,Florida,12.0,"Palm Beach County, FL",12099.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,22.0,1286586.0,1.7,FL,Palm Beach County
193,2007,Florida,12.0,"Palm Beach County, FL",12099.0,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,11.0,1286586.0,Unreliable,FL,Palm Beach County
194,2007,Florida,12.0,"Pasco County, FL",12101.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,47.0,453579.0,10.4,FL,Pasco County
195,2007,Florida,12.0,"Pasco County, FL",12101.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,65.0,453579.0,14.3,FL,Pasco County
196,2007,Florida,12.0,"Pinellas County, FL",12103.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,72.0,918624.0,7.8,FL,Pinellas County
197,2007,Florida,12.0,"Pinellas County, FL",12103.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,124.0,918624.0,13.5,FL,Pinellas County
198,2007,Florida,12.0,"Pinellas County, FL",12103.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,22.0,918624.0,2.4,FL,Pinellas County
199,2007,Florida,12.0,"Polk County, FL",12105.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,27.0,585982.0,4.6,FL,Polk County
200,2007,Florida,12.0,"Polk County, FL",12105.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,25.0,585982.0,4.3,FL,Polk County
201,2007,Florida,12.0,"Polk County, FL",12105.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,14.0,585982.0,Unreliable,FL,Polk County
202,2007,Florida,12.0,"St. Johns County, FL",12109.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10.0,175318.0,Unreliable,FL,St. Johns County
203,2007,Florida,12.0,"St. Lucie County, FL",12111.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,35.0,266860.0,13.1,FL,St. Lucie County
204,2007,Florida,12.0,"St. Lucie County, FL",12111.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,266860.0,Unreliable,FL,St. Lucie County
205,2007,Florida,12.0,"Santa Rosa County, FL",12113.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12.0,146158.0,Unreliable,FL,Santa Rosa County
206,2007,Florida,12.0,"Sarasota County, FL",12115.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,28.0,375325.0,7.5,FL,Sarasota County
207,2007,Florida,12.0,"Sarasota County, FL",12115.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,35.0,375325.0,9.3,FL,Sarasota County
