,State,State Code,County,County Code,Year,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,State_Code,County Name
209,California,6.0,"Butte County, CA",6007.0,2005,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17.0,214752.0,Unreliable,CA,Butte County
210,California,6.0,"Butte County, CA",6007.0,2006,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,10.0,216824.0,Unreliable,CA,Butte County
211,California,6.0,"Butte County, CA",6007.0,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13.0,216824.0,Unreliable,CA,Butte County
212,California,6.0,"Butte County, CA",6007.0,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22.0,216824.0,10.1465,CA,Butte County
213,California,6.0,"Butte County, CA",6007.0,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18.0,217469.0,Unreliable,CA,Butte County
214,California,6.0,"Butte County, CA",6007.0,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,33.0,217469.0,15.1746,CA,Butte County
215,California,6.0,"Butte County, CA",6007.0,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11.0,219034.0,Unreliable,CA,Butte County
216,California,6.0,"Butte County, CA",6007.0,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,40.0,219034.0,18.2620,CA,Butte County
217,California,6.0,"Butte County, CA",6007.0,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11.0,219777.0,Unreliable,CA,Butte County
218,California,6.0,"Butte County, CA",6007.0,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,36.0,219777.0,16.3802,CA,Butte County
219,California,6.0,"Contra Costa County, CA",6013.0,2004,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,14.0,992424.0,Unreliable,CA,Contra Costa County
220,California,6.0,"Contra Costa County, CA",6013.0,2004,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,32.0,992424.0,3.2244,CA,Contra Costa County
221,California,6.0,"Contra Costa County, CA",6013.0,2004,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,29.0,992424.0,2.9221,CA,Contra Costa County
222,California,6.0,"Contra Costa County, CA",6013.0,2005,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,24.0,999013.0,2.4024,CA,Contra Costa County
223,California,6.0,"Contra Costa County, CA",6013.0,2005,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,33.0,999013.0,3.3033,CA,Contra Costa County
224,California,6.0,"Contra Costa County, CA",6013.0,2005,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,33.0,999013.0,3.3033,CA,Contra Costa County
225,California,6.0,"Contra Costa County, CA",6013.0,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23.0,1000834.0,2.2981,CA,Contra Costa County
226,California,6.0,"Contra Costa County, CA",6013.0,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26.0,1000834.0,2.5978,CA,Contra Costa County
227,California,6.0,"Contra Costa County, CA",6013.0,2007,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,18.0,1009152.0,Unreliable,CA,Contra Costa County
228,California,6.0,"Contra Costa County, CA",6013.0,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,34.0,1009152.0,3.3692,CA,Contra Costa County
229,California,6.0,"Contra Costa County, CA",6013.0,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23.0,1009152.0,2.2791,CA,Contra Costa County
230,California,6.0,"Contra Costa County, CA",6013.0,2007,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10.0,1009152.0,Unreliable,CA,Contra Costa County
231,California,6.0,"Contra Costa County, CA",6013.0,2008,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,16.0,1023344.0,Unreliable,CA,Contra Costa County
232,California,6.0,"Contra Costa County, CA",6013.0,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,32.0,1023344.0,3.1270,CA,Contra Costa County
233,California,6.0,"Contra Costa County, CA",6013.0,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,36.0,1023344.0,3.5179,CA,Contra Costa County
234,California,6.0,"Contra Costa County, CA",6013.0,2008,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,20.0,1023344.0,1.9544,CA,Contra Costa County
235,California,6.0,"Contra Costa County, CA",6013.0,2009,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,21.0,1037890.0,2.0233,CA,Contra Costa County
236,California,6.0,"Contra Costa County, CA",6013.0,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,30.0,1037890.0,2.8905,CA,Contra Costa County
237,California,6.0,"Contra Costa County, CA",6013.0,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28.0,1037890.0,2.6978,CA,Contra Costa County
238,California,6.0,"El Dorado County, CA",6017.0,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10.0,176773.0,Unreliable,CA,El Dorado County
239,California,6.0,"El Dorado County, CA",6017.0,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14.0,177694.0,Unreliable,CA,El Dorado County
240,California,6.0,"El Dorado County, CA",6017.0,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15.0,177694.0,Unreliable,CA,El Dorado County
241,California,6.0,"El Dorado County, CA",6017.0,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18.0,179150.0,Unreliable,CA,El Dorado County
242,California,6.0,"El Dorado County, CA",6017.0,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10.0,179150.0,Unreliable,CA,El Dorado County
243,California,6.0,"El Dorado County, CA",6017.0,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18.0,180455.0,Unreliable,CA,El Dorado County
244,California,6.0,"El Dorado County, CA",6017.0,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16.0,180455.0,Unreliable,CA,El Dorado County
245,California,6.0,"Fresno County, CA",6019.0,2004,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,16.0,861035.0,Unreliable,CA,Fresno County
246,California,6.0,"Fresno County, CA",6019.0,2004,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,44.0,861035.0,5.1101,CA,Fresno County
247,California,6.0,"Fresno County, CA",6019.0,2004,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24.0,861035.0,2.7873,CA,Fresno County
248,California,6.0,"Fresno County, CA",6019.0,2005,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,16.0,872470.0,Unreliable,CA,Fresno County
249,California,6.0,"Fresno County, CA",6019.0,2005,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,37.0,872470.0,4.2408,CA,Fresno County
250,California,6.0,"Fresno County, CA",6019.0,2005,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18.0,872470.0,Unreliable,CA,Fresno County
251,California,6.0,"Fresno County, CA",6019.0,2006,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,19.0,883862.0,Unreliable,CA,Fresno County
252,California,6.0,"Fresno County, CA",6019.0,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,54.0,883862.0,6.1096,CA,Fresno County
253,California,6.0,"Fresno County, CA",6019.0,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12.0,883862.0,Unreliable,CA,Fresno County
254,California,6.0,"Fresno County, CA",6019.0,2007,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,16.0,895933.0,Unreliable,CA,Fresno County
255,California,6.0,"Fresno County, CA",6019.0,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,40.0,895933.0,4.4646,CA,Fresno County
256,California,6.0,"Fresno County, CA",6019.0,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14.0,895933.0,Unreliable,CA,Fresno County
257,California,6.0,"Fresno County, CA",6019.0,2008,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,18.0,909630.0,Unreliable,CA,Fresno County
258,California,6.0,"Fresno County, CA",6019.0,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,47.0,909630.0,5.1669,CA,Fresno County
259,California,6.0,"Fresno County, CA",6019.0,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14.0,909630.0,Unreliable,CA,Fresno County
260,California,6.0,"Fresno County, CA",6019.0,2009,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,24.0,921478.0,2.6045,CA,Fresno County
261,California,6.0,"Fresno County, CA",6019.0,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,51.0,921478.0,5.5346,CA,Fresno County
262,California,6.0,"Fresno County, CA",6019.0,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24.0,921478.0,2.6045,CA,Fresno County
263,California,6.0,"Humboldt County, CA",6023.0,2004,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11.0,130702.0,Unreliable,CA,Humboldt County
264,California,6.0,"Humboldt County, CA",6023.0,2005,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17.0,131497.0,Unreliable,CA,Humboldt County
265,California,6.0,"Humboldt County, CA",6023.0,2005,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16.0,131497.0,Unreliable,CA,Humboldt County
266,California,6.0,"Humboldt County, CA",6023.0,2006,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,11.0,132093.0,Unreliable,CA,Humboldt County
267,California,6.0,"Humboldt County, CA",6023.0,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18.0,132093.0,Unreliable,CA,Humboldt County
268,California,6.0,"Humboldt County, CA",6023.0,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18.0,132001.0,Unreliable,CA,Humboldt County
269,California,6.0,"Humboldt County, CA",6023.0,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13.0,132001.0,Unreliable,CA,Humboldt County
270,California,6.0,"Humboldt County, CA",6023.0,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,21.0,132657.0,15.8303,CA,Humboldt County
271,California,6.0,"Humboldt County, CA",6023.0,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17.0,132657.0,Unreliable,CA,Humboldt County
272,California,6.0,"Humboldt County, CA",6023.0,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15.0,133744.0,Unreliable,CA,Humboldt County
273,California,6.0,"Humboldt County, CA",6023.0,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17.0,133744.0,Unreliable,CA,Humboldt County
274,California,6.0,"Kern County, CA",6029.0,2004,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,13.0,736296.0,Unreliable,CA,Kern County
275,California,6.0,"Kern County, CA",6029.0,2004,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,32.0,736296.0,4.3461,CA,Kern County
276,California,6.0,"Kern County, CA",6029.0,2004,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26.0,736296.0,3.5312,CA,Kern County
277,California,6.0,"Kern County, CA",6029.0,2005,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,13.0,760726.0,Unreliable,CA,Kern County
278,California,6.0,"Kern County, CA",6029.0,2005,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,44.0,760726.0,5.7839,CA,Kern County
279,California,6.0,"Kern County, CA",6029.0,2005,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24.0,760726.0,3.1549,CA,Kern County
280,California,6.0,"Kern County, CA",6029.0,2006,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,32.0,784511.0,4.0790,CA,Kern County
281,California,6.0,"Kern County, CA",6029.0,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,35.0,784511.0,4.4614,CA,Kern County
282,California,6.0,"Kern County, CA",6029.0,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,39.0,784511.0,4.9712,CA,Kern County
283,California,6.0,"Kern County, CA",6029.0,2007,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,29.0,803281.0,3.6102,CA,Kern County
284,California,6.0,"Kern County, CA",6029.0,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,39.0,803281.0,4.8551,CA,Kern County
285,California,6.0,"Kern County, CA",6029.0,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,39.0,803281.0,4.8551,CA,Kern County
286,California,6.0,"Kern County, CA",6029.0,2008,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,19.0,818327.0,Unreliable,CA,Kern County
287,California,6.0,"Kern County, CA",6029.0,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,49.0,818327.0,5.9878,CA,Kern County
288,California,6.0,"Kern County, CA",6029.0,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,39.0,818327.0,4.7658,CA,Kern County
289,California,6.0,"Kern County, CA",6029.0,2009,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,17.0,830137.0,Unreliable,CA,Kern County
290,California,6.0,"Kern County, CA",6029.0,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,47.0,830137.0,5.6617,CA,Kern County
291,California,6.0,"Kern County, CA",6029.0,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,54.0,830137.0,6.5050,CA,Kern County
292,California,6.0,"Kings County, CA",6031.0,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11.0,150420.0,Unreliable,CA,Kings County
293,California,6.0,"Lake County, CA",6033.0,2005,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11.0,63811.0,Unreliable,CA,Lake County
294,California,6.0,"Lake County, CA",6033.0,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10.0,64413.0,Unreliable,CA,Lake County
295,California,6.0,"Los Angeles County, CA",6037.0,2004,"Mental and behavioural disorders due to use of opioids, dependence syndrome",F11.2,12.0,9793263.0,Unreliable,CA,Los Angeles County
296,California,6.0,"Los Angeles County, CA",6037.0,2004,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",F11.9,24.0,9793263.0,0.2451,CA,Los Angeles County
298,California,6.0,"Los Angeles County, CA",6037.0,2004,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,22.0,9793263.0,0.2246,CA,Los Angeles County
299,California,6.0,"Los Angeles County, CA",6037.0,2004,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome",F19.2,15.0,9793263.0,Unreliable,CA,Los Angeles County
300,California,6.0,"Los Angeles County, CA",6037.0,2004,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",F19.9,13.0,9793263.0,Unreliable,CA,Los Angeles County
301,California,6.0,"Los Angeles County, CA",6037.0,2004,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,46.0,9793263.0,0.4697,CA,Los Angeles County
302,California,6.0,"Los Angeles County, CA",6037.0,2004,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,257.0,9793263.0,2.6243,CA,Los Angeles County
303,California,6.0,"Los Angeles County, CA",6037.0,2004,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,234.0,9793263.0,2.3894,CA,Los Angeles County
304,California,6.0,"Los Angeles County, CA",6037.0,2004,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,14.0,9793263.0,Unreliable,CA,Los Angeles County
305,California,6.0,"Los Angeles County, CA",6037.0,2004,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,64.0,9793263.0,0.6535,CA,Los Angeles County
306,California,6.0,"Los Angeles County, CA",6037.0,2004,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,13.0,9793263.0,Unreliable,CA,Los Angeles County
307,California,6.0,"Los Angeles County, CA",6037.0,2004,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,17.0,9793263.0,Unreliable,CA,Los Angeles County
308,California,6.0,"Los Angeles County, CA",6037.0,2005,"Mental and behavioural disorders due to use of opioids, dependence syndrome",F11.2,11.0,9786373.0,Unreliable,CA,Los Angeles County
309,California,6.0,"Los Angeles County, CA",6037.0,2005,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",F11.9,32.0,9786373.0,0.3270,CA,Los Angeles County
310,California,6.0,"Los Angeles County, CA",6037.0,2005,"Mental and behavioural disorders due to use of cocaine, dependence syndrome",F14.2,12.0,9786373.0,Unreliable,CA,Los Angeles County
